,name,ingredients,ingredients_pre,url,serve
4866, 감자 수프," 감자1,양파1/2,마가린1T,물100ml,35% 휘핑크림100ml","['양파', '마가린', '감자']", https://www.haemukja.com/recipes/2998,1
4867, 냉장 닭고기 육수 메밀 국수," 냉면(메밀국수)2인분,냉면육수1포,닭가슴살,무절임,[냉면육수]냉면육수1포,7 Up30ml,치킨 육수1C,식초1T,참깨 약간,고추 약간","['치킨 육수', '무절임', '냉면', '참깨', '고추', '닭가슴살', '식초', '냉면육수']", https://www.haemukja.com/recipes/3141,2
4868, 플래터에 야채와 함께 매운 혼합 국수," 상추잎2줌,오이1/2,파프리카1,바다달팽이(작은캔)1,메밀국수2봉지,[선택] 삶은계란1,토마토1/2,[소스]사과1/3,양파1/8,고추장 풀)4T,간장1T,식초2T,겨자1/2T","['오이', '계란', '사과', '간장', '겨자', '상추잎', '파프리카', '토마토', '메밀국수', '바다달팽이', '양파', '식초']", https://www.haemukja.com/recipes/3081,2
4869, 무냉채 냉면,"국수1인분,[육수]간장1C,식초1/2C,설탕2T,물6C,얼음6,[장식]오이1/2,고추1,참깨,어린무물김치2스쿱","['오이', '간장', '참깨', '고추', '국수', '어린무물김치', '얼음', '식초', '설탕']", https://www.haemukja.com/recipes/3179,1
4870, 토마토 파스타," 파스타 1인분,양파 1/2개,브로콜리(작은 것) 4개,버섯 2개,체리 토마토6,소시지 2,토마토 소스 1/2C,물 500mL,소금 약간,페퍼 약간,바질 잎 4개,파슬리 약간","['버섯', '파슬리', '소시지', '체리 토마토', '바질 잎', '소금', '페퍼', '브로콜리', '토마토 소스', '파스타', '양파', '물']", https://www.haemukja.com/recipes/3180,2
4871, 김치찜," 멸치 육수용 다시마팩1,숙성김치반,돼지고기 어깨뼈400g,양파1.5개,다진마늘1T,김치즙1/2,파1,매운고추1,참기름1T","['파', '돼지고기 어깨뼈', '숙성김치반', '멸치 육수용 다시마팩', '매운고추', '마늘', '참기름', '양파', '김치즙']", https://www.haemukja.com/recipes/2864,2
4872, 규동(일본소고기 덮밥)," 양지머리 끝 데클 오프100g,양파 1/2,계란2,소금 꼬집,고추 꼬치,설탕1.5T,술(또는 미림)2T,간장3T","['계란', '소금 꼬집', '간장', '양지머리 끝 데클 오프', '고추 꼬치', '양파', '술', '설탕']", https://www.haemukja.com/recipes/2865,1
4873, 배추 수프를 곁들인 어묵,"배추잎5,어묵2줌,대파10cm,[육수]멸치10,다시마1,물6C,[소스] 들기름3T,고추가루3T,국간장1.5T,다진마늘1T,들깨3T,소금 약간","['배추잎', '대파', '국간장', '들깨', '소금', '들기름', '어묵', '멸치', '고추가루', '마늘', '다시마']", https://www.haemukja.com/recipes/3082,4
4874, 옥수수 콥 샐러드," 샐러드 믹스썸,콘캔1,토마토1,계란2,슬라이스 치즈2,양파(작은)1,닭가슴살(또는 베이컨) 약간,마요네즈2T,식초1T","['계란', '마요네즈', '슬라이스 치즈', '토마토', '샐러드 믹스썸', '닭가슴살', '양파', '식초', '콘캔']", https://www.haemukja.com/recipes/3142,2
4875, 냉면," 냉면 200g,소양지 100g,무 100g,양파1/4,파1/3,마늘1,생강1,고추1,소금1T,간장1T,설탕1T,동치미2C,배1/4,오이1/4, 계란1","['오이', '계란', '파', '간장', '냉면', '고추', '소양지', '동치미', '소금', '생강', '마늘', '배', '양파', '무', '설탕']", https://www.haemukja.com/recipes/2866,1
4876, 파를 넣은 불고기," 삼겹살 500g,대파 1포,참깨,초고추장 1/2C","['초고추장', '삼겹살', '대파', '참깨']", https://www.haemukja.com/recipes/3181,2
4877, 냉메밀국수,"메밀국수(메밀국수)1인분,무나물 약간,건조 김4개,와사비아 약간,쯔유(소바소스)70mL,물280mL,설탕1T,각얼음,다시다 약간,대파 조금","['무나물', '다시다', '대파', '각얼음', '쯔유', '건조 김', '와사비아', '메밀국수', '설탕']", https://www.haemukja.com/recipes/3143,1
4878, 절인 말린 김," 김16,참깨,[소금수]간장4T,물1/2C (100ml),설탕2T,생강1,마늘3,양파1/4,술2T,식초4T","['간장', '참깨', '김', '생강', '마늘', '양파', '술', '식초', '설탕']", https://www.haemukja.com/recipes/3083,8
4879, 마늘 치킨," 치킨1마리,설탕1C,올리브유1C,다진마늘1C,우유1L,계란3,닭가루2C,꿀2T,소금1/2t,후추1/2t","['계란', '후추', '소금', '치킨', '마늘', '닭가루', '꿀', '올리브유', '우유', '설탕']", https://www.haemukja.com/recipes/2867,2
4880, 식초 소스에 사과와 해초," 마른 김1/3C,사과1/4,[소스] 설탕2/3T,간장1/2T,식초1.5T,다진마늘1/2T,소금 약간,간 참깨1/2T,참기름1/3T","['사과', '마른 김', '간장', '간 참깨', '소금', '마늘', '참기름', '식초', '설탕']", https://www.haemukja.com/recipes/3084,2
4881, 해물라면,"새우3,홍합8,오징어1/3,식용유3T,다진마늘1/2T,고추가루1T,콩나물1C,썰은 파 1C","['새우', '썰은 파', '홍합', '마늘', '고추가루', '식용유', '오징어', '콩나물']", https://www.haemukja.com/recipes/2868,1
4882, 칵테일 소주," 사과주스1C,소주4C,민트1/2,오렌지엑기스1/2C,스프라이트3C,유자청3T,막걸리2C,자몽엑기스1/2C,자몽주스1C,딸기맛 아이스크림 바1","['유자청', '막걸리', '소주', '딸기맛 아이스크림 바', '오렌지엑기스', '사과주스', '스프라이트', '민트', '자몽엑기스', '자몽주스']", https://www.haemukja.com/recipes/2869,2
4883, 당근 케이크," 당근(중)1,계란3,소금1/3T,우유1C(200mL),팬케이크 믹스1팩(400g),포도씨유3T,견과2/3C,계피가루1/2T,크림치즈1(200g),설탕1/2C(100ml) ,레몬즙(또는 식초)1T","['계란', '견과', '포도씨유', '소금', '당근', '계피가루', '레몬즙', '크림치즈', '우유', '팬케이크 믹스', '설탕']", https://www.haemukja.com/recipes/3085,4
4884, 비빔국수(매운 국수)," 면 120g,김치1/2C,간장1T,참기름1/2T,고추가루1/2T,설탕1T,고추장1T,미역 플레이크 약간","['김치', '간장', '고추가루', '고추장', '미역 플레이크', '면', '참기름', '설탕']", https://www.haemukja.com/recipes/2872,1
4885,매운 머스타드 소스에 콜드 샐러드를 곁들인 게 스틱 오징어," 게살6,오징어1,오이1/2,파프리카1,[소스]소금1/8T,설탕1T,식초1T,마요네즈3T,겨자2/3T,깨가루1/2T,고추 약간","['오이', '마요네즈', '깨가루', '겨자', '고추', '게살', '소금', '파프리카', '오징어', '식초', '설탕']", https://www.haemukja.com/recipes/3086,4
4886, 묵사발(도토리묵)," 묵 1/2블록,오이1/2,김치1/2C,간장1T,설탕1.5T,소금한꼬집,멸치 육수용 다시마팩1,식초1T","['오이', '김치', '묵', '간장', '소금', '멸치 육수용 다시마팩', '식초', '설탕']", https://www.haemukja.com/recipes/2873,2
4887, 치킨 스톡 리조또," 밥 1C , 치킨스톡 물양의 2배(소) 1,베이컨사 비트,소금 비트,페페라 비트,참깨 약간,파슬리 약간","['소금 비트', '파슬리', '참깨', '베이컨사 비트', '치킨스톡 물양의', '페페라 비트', '밥']", https://www.haemukja.com/recipes/3144,2
4888, 불닭마요덮밥 (슈퍼매운 치킨과 마요덮밥),"닭 가슴살 200g,설탕 1/2개 다진 마늘 1/2개 매운 칠리 소스 1개,빨간 칠리 가루2 지시,Maesil-chung(한국 매실 추출물)1 요리 와인(or mirim)1,굴1/2 ,간장1.5 포인트,계란1개,마요네즈1","['계란', '마요네즈', '간장', '닭 가슴살', '칠리 가루', '굴', '설탕']", https://www.haemukja.com/recipes/2871,1
4889, 양지머리 끝과 녹두 콩나물 볶음," 양지머리 끝단 250g,다진마늘1/2T,올리고당(올리고당물엿)1T,간장1T,파1/2,굴소스1T,참기름1T","['굴소스', '올리고당', '간장', '파', '양지머리 끝단', '마늘', '참기름']", https://www.haemukja.com/recipes/2870,2
4890, 찐 무," 무 200g,건조 다시마1(15cmX15cm),[소스]물1/2C(100ml),간장2T,술(또는 미림)1T,다진마늘1/3T,시럽1T,후추,참기름1T,참깨","['간장', '시럽', '건조 다시마', '참깨', '마늘', '후추', '참기름', '술', '무']", https://www.haemukja.com/recipes/3087,4
4891, 다목적 간장,"돼지고기2C,간장5C,설탕1/2C,올리고당2C,청주5T,통고추20,양파1,통마늘6,생강1,파1,건조 다시마2,말린 새우젓 한줌,건조 쵸비에사 한 줌,건조 명태 한 줌,빨간 칠리 페퍼2","['돼지고기', '칠리 페퍼', '올리고당', '청주', '간장', '통고추', '파', '건조 다시마', '건조 쵸비에사', '말린 새우젓', '생강', '건조 명태', '양파', '통마늘', '설탕']", https://www.haemukja.com/recipes/2875,4
4892, 핫도그," 핫도그 번1,양배추2조각,양파1/2,소시지1,다진 피클1T,머스타드 소스1T,케첩1T","['핫도그 번', '소시지', '양배추', '피클', '케첩', '양파', '머스타드 소스']", https://www.haemukja.com/recipes/2874,1
4893, 야채 크림 수프," 감자2,양파1/3,버섯5,브로콜리1줌,우유2.5C(500mL),[소스]버터(또는 올리브유)2T,소금1/3T,고추 약간","['버섯', '버터', '고추', '감자', '소금', '브로콜리', '양파', '우유']", https://www.haemukja.com/recipes/3088,5
4894, 라따뚜이," 호박 1/2,가지 1/2,토마토 2,토마토 소스 100g,올리브 오일 약간,소금 약간,고추 약간","['올리브 오일', '가지', '고추', '소금', '토마토', '토마토 소스', '호박']", https://www.haemukja.com/recipes/3145,1
4895, 한국 고추장에 찐 무,"무 400g,마른 멸치 반줌,마른 다시마 4개,파 약간,깨 약간,물 500mL,간장 1.5T,고추 1T","['마른 멸치', '파', '물', '간장', '고추', '마른 다시마', '깨', '무']", https://www.haemukja.com/recipes/3004,2
4896, 식힌 백김치 소금물에 담근 냉메밀국수," 메밀국수1,백김치쥬스300mL,소양지살200g,메밀국수1인분,소양지살200g,파뿌리 반줌,마른 다시마2~3,통고추1/2T,계란1,오이1/4,백 김치 약간,고추 썰기(장식용)1,소금1t,식초1T","['계란', '오이', '통고추', '소양지살', '파뿌리', '소금', '마른 다시마', '고추 썰기', '메밀국수', '백김치쥬스', '백 김치', '식초']", https://www.haemukja.com/recipes/3011,1
4897, 오야코동," 닭가슴살 200g,건조 케프2,건조 아초비4,건조 표고버섯1,가다랭이포(가쓰오부시)1/2C,쯔유(소바 소스)3T,술(또는 미림)1.5T,양파1/2,계란2,밥 1그릇","['계란', '양파', '건조 케프', '건조 아초비', '쯔유', '가다랭이포', '건조 표고버섯', '닭가슴살', '술', '밥']", https://www.haemukja.com/recipes/2876,1
4898, 못생겼지만 맛있는 주먹밥,"꼬두밥 1인분,김(김)구이 3인분,소금 1/2t,참기름 1t,참기름 1/2T,즉석떡볶이 1인분","['즉석떡볶이', '김구이', '꼬두밥', '소금', '참기름']", https://www.haemukja.com/recipes/3008,1
4899, 망고 컵케이크," 팬케이크 믹스200g,망고1,냉동 망고1C,우유(2% 지방)250mL,식물성 기름100mL,계란1,생크림1C,마가린4T,크림치즈1/2C,설탕2T","['계란', '마가린', '크림치즈', '식물성 기름', '생크림', '우유', '팬케이크 믹스', '설탕', '망고']", https://www.haemukja.com/recipes/3010,2
4900, 배추와 마닐라 조개죽," 바지락살 100g,아기 배추 100g,된장 1T,잡곡밥 1인분,물 550mL,참기름,1t,파 다진 것,참깨","['된장', '파', '참깨', '아기 배추', '바지락살', '참기름', '물', '잡곡밥']", https://www.haemukja.com/recipes/3003,1
4901, 바다 달팽이 카나페," 통조림 바다 달팽이 1/3,라즈베리 6,크래커 6,새싹 블렌드 반줌","['크래커', '통조림 바다 달팽이', '새싹 블렌드', '라즈베리']", https://www.haemukja.com/recipes/3005,1
4902, 다시마 새우 만두,"다시마 1 또는 2개,새우 400g,파 1개8,전분2T,부침가루1T,계란1,고추1/3t,다진마늘1T,소금1t,저염간장2T,식초1T,술1T,설탕1/2T","['계란', '파', '고추', '소금', '새우', '부침가루', '마늘', '저염간장', '술', '전분', '식초', '설탕', '다시마']", https://www.haemukja.com/recipes/3009,2
4903, 족발 문어 볶음밥," 문어5,밀가루3T,마늘4,양파1/2,밥2그릇,김가루 한줌,[선택] 쪽파2,참깨5,[소스]설탕1T,고추1T,간장1T,참기름1T,고추장 풀)1.5T,참깨1/2T,고추 약간","['간장', '쪽파', '참깨', '고추', '김가루', '문어', '밀가루', '마늘', '참기름', '양파', '설탕', '밥']", https://www.haemukja.com/recipes/3089,2
4904, 동포로(삼겹살 간장조림)," 삼겹살(베이컨) 250g,청경채(배추) 150g,깻잎3,진간장(진간장)100mL,전통발효간장50mL,물1.5L,미림150mL,마늘100g,파뿌리1,양파1, 오일4T","['전통발효간장', '파뿌리', '삼겹살', '깻잎', '마늘', '진간장', '오일', '양파', '청경채', '미림']", https://www.haemukja.com/recipes/3002,1
4905, 매운 해물 국수,"인스턴트 라면1,깨끗한 오징어 150g,청경채(배추)반줌,나물 한줌,마늘3,양파1/2,파1/2,식용유2T,500ml 물1T,물500ml","['깨끗한 오징어', '파', '나물', '마늘', '식용유', '양파', '청경채', '인스턴트 라면']", https://www.haemukja.com/recipes/3006,2
4906, 레몬 녹차," 녹차티백(또는 녹차가루)4(또는 10g),레몬1.5,시럽1T,탄산수1컵","['레몬', '녹차티백', '탄산수', '시럽']", https://www.haemukja.com/recipes/3146,2
4907, 달콤하고 매운 오징어," 오징어1,술1T,다진마늘2T,간장2T,전분4T,튀김가루4T,계란1,빵가루2C,물4T,물엿3T,고추장3T","['계란', '간장', '물엿', '빵가루', '고추장', '마늘', '튀김가루', '오징어', '술', '전분']", https://www.haemukja.com/recipes/2877,2
4908, 머랭 치즈 오믈렛," 계란3,설탕1T,슬라이스 치즈1,[선택] 슈가파우더1T,파슬리 약간","['계란', '파슬리', '슬라이스 치즈', '슈가파우더', '설탕']", https://www.haemukja.com/recipes/3147,2
4909, 만두와 가지 볶음,"가지1,양파1/4,피망1,고추1,큰 파8cm,만두1줌,죽순1/2,[소스]고추가루2T,다진마늘1T,간장2/3T,술(또는 미림)1T,굴 소스1T,설탕1/2T,참기름1/2T,시럽1T,후추 약간","['가지', '파', '간장', '시럽', '굴 소스', '고추', '죽순', '만두', '고추가루', '마늘', '설탕', '후추', '참기름', '양파', '술', '피망']", https://www.haemukja.com/recipes/3090,2
4910, 절인 무," 무 1/3 (or 400g), 굵은소금 1/2T,[소금물]오미자 물엿 100mL,물 140mL,식초 100mL","['물', '소금', '무', '식초', '오미자 물엿']", https://www.haemukja.com/recipes/3091,1
4911, 칠리 감자," 감자3,베이컨4 조각,밀가루1C,소금1T,후추1T,피자 치즈1C,슬라이스 체다 치즈3,사워 크림1C","['슬라이스 체다 치즈', '소금', '감자', '밀가루', '사워 크림', '피자 치즈', '후추', '베이컨']", https://www.haemukja.com/recipes/2884,2
4912, 버팔로 윙," 닭날개20,우유500ml,간장1t,타바스코 소스1T,물엿1T,케첩2t,고추장2T","['간장', '물엿', '타바스코 소스', '케첩', '고추장', '우유', '닭날개']", https://www.haemukja.com/recipes/2885,2
4913, 쫄깃쫄깃한 쫄깃한 면발,"쫄면 쫄면 1줌,양배추 1줌,양파 1/2개,참깨 8개,대파 10cm,어묵 1줌,마른 다시마10X10cm,계란2,[소스]고추가루2T,춘장1T ,시럽3T,고추장2T,다진마늘1T,고추 약간","['계란', '춘장', '시럽', '참깨', '고추', '대파', '양배추', '마른 다시마', '쫄면 쫄면', '어묵', '고추가루', '고추장', '마늘', '양파']", https://www.haemukja.com/recipes/3092,2
4914, 잔치국수(잔치국수)," 멸치 육수용 다시마팩1,무50g,표고버섯1,호박1/4,당근1/4,계란2","['계란', '표고버섯', '당근', '멸치 육수용 다시마팩', '무', '호박']", https://www.haemukja.com/recipes/2883,1
4915, 매운 육수를 곁들인 치즈 떡볶이," 떡1포,어묵1포,양파1/2,고추장2T,파1/2,양파1/2,파슬리가루1T,간장1T,고춧가루1T,설탕1T,피자치즈좀,체다치즈1/2, 기름1T","['파', '간장', '떡', '피자치즈좀', '체다치즈', '어묵', '고추장', '파슬리가루', '고춧가루', '양파', '설탕', '기름']", https://www.haemukja.com/recipes/3182,2
4916, 마파두부,"두부1덩어리,다진마늘2T,다진 돼지고기1/4C,파1/4C,다진 양파1/2C,고추가루1/3C,설탕1/3C,간장1T,된장1/2T,물1C,전분물2T","['돼지고기', '된장', '파', '간장', '두부', '고추가루', '마늘', '전분물', '양파', '설탕']", https://www.haemukja.com/recipes/2882,2
4917, 명란 크림파스타," 인귀인 120g,명란2,양파 1/2개,썰은 마늘 2쪽,화이트 와인 1/2C,생크림 1.5C,올리브 오일 3T","['생크림', '올리브 오일', '화이트 와인', '인귀인', '명란', '양파', '썰은 마늘']", https://www.haemukja.com/recipes/2886,1
4918, 탕수육," 돼지고기 등심400g,소금 꼬집,고추 꼬집,고구마 전분140g,옥수수 전분60g,식용유4T,설탕7T,간장3.5T,식초3.5T,물300ml,굴소스2t,당근1/2,양파1/2,오이1/2,녹색 콩1/4C,목이버섯1C","['오이', '고추 꼬집', '굴소스', '소금 꼬집', '간장', '녹색 콩', '목이버섯', '당근', '돼지고기 등심', '옥수수 전분', '식용유', '양파', '식초', '설탕', '고구마 전분']", https://www.haemukja.com/recipes/2887,2
4919, 감자 볶음," 감자2,양파1,청고추2,[계절]소금1/3T,고추 약간,[소스]고추가루1.5T,간장1T,참기름2/3T,시럽1T,고추 약간","['간장', '시럽', '고추', '소금', '감자', '고추가루', '참기름', '양파', '청고추']", https://www.haemukja.com/recipes/3093,2
4920,타르타르 소스를 곁들인 새우튀김," 새우10,계란1,양파1/3,절임1T,마요네즈3,만두포장10,올리브유3T","['계란', '만두포장', '마요네즈', '새우', '절임', '양파', '올리브유']", https://www.haemukja.com/recipes/2888,2
4921, 찐 매운 몽크 생선," 아귀2,양파1/2,대파1/2,콩나물2줌,매운 고추3,물방울 1/2다발,미역6,전분가루 약간,식초2T,소금1꼬집,참기름2T,[소스]고추가루4T, 간장2T,다진마늘1T,다진생강1/2T,고추 약간,설탕2T,된장1T,술3T","['미역', '대파', '식초', '된장', '전분가루', '소금', '설탕', '물방울', '아귀', '마늘', '참기름', '간장', '고추', '생강', '고추가루', '매운 고추', '양파', '술', '콩나물']", https://www.haemukja.com/recipes/3183,2
4922, 바삭바삭하고 매콤한 만두," 냉동 만두 1팩,고추장 1T,간장 3T,올리고당 5T,설탕1T,케첩1.5T,다진마늘0.5T,물6T","['올리고당', '간장', '만두', '고추장', '케첩', '마늘', '설탕']", https://www.haemukja.com/recipes/2890,2
4923, 매운 삼겹살 덮밥,"삼겹살300g,설탕1.5T,청주1T,간장2T,참기름1T,참깨1T,다진마늘1/2T,물엿1T,고추장2T,식용유3T ,파1,녹두나물2C","['청주', '간장', '물엿', '파', '참깨', '녹두나물', '삼겹살', '고추장', '마늘', '참기름', '식용유', '설탕']", https://www.haemukja.com/recipes/2889,2
4924, 닭칼국수," 닭고기1/2,양파1/2,파1/2,마늘4,통후추10,다진마늘1T,호박1/2,당근1/3,칼국수150g","['파', '칼국수', '닭고기', '당근', '마늘', '호박', '양파', '통후추']", https://www.haemukja.com/recipes/3242,2
4925, 동래파전(파전)," 팬케이크 믹스1C,계란1,파20조각,오징어1/2,양파1/2,애호박1/3,고추1","['계란', '애호박', '파', '고추', '양파', '오징어', '팬케이크 믹스']", https://www.haemukja.com/recipes/2891,3
4926, 감귤 칵테일," 오렌지1,레몬1/2,라임주스3T,설탕3T,오렌지주스1병,탄산수60ml,소주1샷","['레몬', '오렌지', '탄산수', '라임주스', '소주', '오렌지주스', '설탕']", https://www.haemukja.com/recipes/3148,2
4927, 청어 수프,"청어 또는 흰살 생선 150g,소 양지머리 150g,양파 50g,새송이버섯1/3,크론데이지(장식용)약간,고추(슬라이스),2,소금1t,후추1/3t,전분1T,부침가루1/2C,계란1","['계란', '양파', '새송이버섯', '고추', '소금', '부침가루', '후추', '청어', '전분', '소 양지머리', '크론데이지']", https://www.haemukja.com/recipes/3014,1
4928, 버섯과 야채를 곁들인 유리국수 볶음," 당면120g,당근1/3,고추2,부추70g,굴버섯1/2,간장4T,설탕1T,물엿1T,참깨1t,후추1/3t,술2T,다진마늘1t","['당면', '간장', '물엿', '참깨', '고추', '후추', '부추', '당근', '마늘', '굴버섯', '술', '설탕']", https://www.haemukja.com/recipes/3015,2
4929, 치즈 팬케이크," 팬케이크 믹스150g,우유200mL,계란1,마가린2T,피자 치즈30g","['계란', '마가린', '피자 치즈', '우유', '팬케이크 믹스']", https://www.haemukja.com/recipes/3013,1
4930, 매운 해산물 스튜," 양지머리 250g,문어 250g,새우 6개,가리비 4개,크라운 데이지 100g,파1oog,콩나물 한줌,거친 고춧가루2T,고운 고춧가루3T,간장1.5T,다진마늘1T,술1T,물4T,소금1/2T","['파', '간장', '가리비', '양지머리', '문어', '소금', '새우', '거친 고춧가루', '고춧가루', '마늘', '크라운 데이지', '술', '콩나물']", https://www.haemukja.com/recipes/3016,2
4931, 무굴밥,"무 150g,굴 100g,현미 2/3C,물 200mL,콩나물 50g,다진 파1/2T,다진 마늘1t,참깨1/2t,술1T,꿀1/3T,참기름1t","['파', '물', '참깨', '현미', '굴', '마늘', '꿀', '참기름', '술', '무', '콩나물']", https://www.haemukja.com/recipes/3012,1
4932, 포켓 샌드위치," 계란5,슬라이스 샌드위치 빵10,피클1병,스위트콘캔2T,마요네즈5T,허니머스타드1T,설탕1t,파마산치즈파우더1T,파마산치즈파우더조금,소금조금,고추 조금","['계란', '마요네즈', '파마산치즈파우더', '스위트콘캔', '고추', '슬라이스 샌드위치 빵', '소금', '피클', '허니머스타드', '설탕']", https://www.haemukja.com/recipes/3149,2
4933, 망고 파이," 냉동 망고1.5C,설탕1/4C,레몬 추출물1t,슬라이스 샌드위치 빵4","['슬라이스 샌드위치 빵', '레몬 추출물', '설탕', '망고']", https://www.haemukja.com/recipes/2892,2
4934, 토마토 카레," 토마토2,양파1,양배추2줌,오징어1,감자1,고형 카레 블록2.5,녹두2줌,단추버섯3,[소스]다진마늘1/2T,소금1/4T,고추 약간","['고추', '고형 카레 블록', '양배추', '감자', '단추버섯', '토마토', '소금', '마늘', '녹두', '양파', '오징어']", https://www.haemukja.com/recipes/3094,4
4935, 매운 족발 문어,"문어6,고추장3T,다진마늘1T,설탕1T,간장1T,고추가루1T,술(또는 미림)1T,올리고당1T,식용유3T,당근1/5 ,파1,고추2,참깨 약간","['올리고당', '간장', '파', '참깨', '고추', '문어', '당근', '고추장', '마늘', '고추가루', '식용유', '술', '설탕']", https://www.haemukja.com/recipes/2893,2
4936, 어묵튀김(어묵튀김)," 어묵9,게 스틱1,슬라이스 치즈2,떡 스틱1/4,밀가루1/2C,계란1,빵가루1C","['계란', '게 스틱', '슬라이스 치즈', '빵가루', '밀가루', '떡 스틱', '어묵']", https://www.haemukja.com/recipes/2894,2
4937, 샐러드 베이글 피자," 토마토 1,베이컨 2,피자 치즈 1줌,베이글 1,[선택사항] 올리브 4,발사믹 환원 소스좀,아기 상추 1줌,식초 1T,꿀 1/3T,올리브 오일 1T","['발사믹 환원 소스좀', '올리브 오일', '아기 상추', '토마토', '올리브', '피자 치즈', '꿀', '베이컨', '식초', '베이글']", https://www.haemukja.com/recipes/3095,2
4938, 초계탕," 닭고기1/2,통고추5,통마늘2,월계수잎1,파1/4,설탕1/2T,식초1T,소금꼬집,겨자1/2T,피망1/2,양배추1/8,오이1/3,당근1/4,참깨 시드1t","['오이', '통고추', '파', '참깨 시드', '겨자', '닭고기', '피망', '양배추', '당근', '월계수잎', '통마늘', '식초', '설탕', '소금꼬집']", https://www.haemukja.com/recipes/2897,2
4939,바베큐 치킨 칼조네," 강력분(또는 다목적 밀가루)250g,미지근한 물120g,설탕2g,소금4g,기름4g,인스턴트드라이이스트3g,닭가슴살1.5,청피망1.5,토마토소스200g","['토마토소스', '소금', '청피망', '강력분', '인스턴트드라이이스트', '닭가슴살', '물', '설탕', '기름']", https://www.haemukja.com/recipes/3150,3
4940, 구운 삼겹살 파스타," 스파게티 면 90g,소금 1/2T,상추 4,참깨 4,고추 1T,참기름 1T,삼겹살 200g,통마늘 4쪽,데리야끼 소스3T","['참깨', '상추', '고추', '데리야끼 소스', '삼겹살', '소금', '스파게티 면', '참기름', '통마늘']", https://www.haemukja.com/recipes/2895,2
4941, 돼지 갈비," 돼지갈비600g,고추가루3.5T,설탕2T,다진마늘1T,고추꼬집,고추장 한꼬집,청주1/4C,매운고추2,파2장","['청주', '파', '고추꼬집', '매운고추', '고추가루', '마늘', '고추장', '돼지갈비', '설탕']", https://www.haemukja.com/recipes/2896,3
4942, 모듬 치즈 퐁듀," 치즈300g,애호박1,모닝롤4,닭가슴살1 1/2,화이트 와인(또는 요리용 와인)3/4C,전분가루1T,마늘1,[소스]토마토3T,고추장1T,케첩1T,설탕1t, 후추 약간,고추 약간","['애호박', '화이트 와인', '후추', '고추', '전분가루', '토마토', '고추장', '모닝롤', '마늘', '케첩', '설탕', '치즈', '닭가슴살']",https://www.haemukja.com/recipes/3153,2
4943, 차지오(베트남식 스프링롤 튀김)," 양파 1/2,참나물 1/2줌,버섯 1/2줌,껍질을 벗긴 새우2C,라이스 페이퍼20,스위트 칠리 소스,다진 마늘1T,요리 와인1T,소금 약간,고추 약간","['버섯', '스위트 칠리 소스', '요리 와인', '라이스 페이퍼', '고추', '소금', '새우', '참나물', '마늘', '양파']", https://www.haemukja.com/recipes/3096,4
4944, 구운 새우," 새우20,케첩5T,레몬 주스1/2T,화이트 와인1/2T,우스터 소스1/2T,타바스코 소스1/2T,다진 마늘1/2T","['레몬 주스', '화이트 와인', '새우', '타바스코 소스', '케첩', '우스터 소스', '마늘']", https://www.haemukja.com/recipes/2898,2
4945, 매운 돼지고기 덮밥," 돼지고기 800g,고추장 120ml,참기름2T,참깨0.5T,물1C,파(다진 것)1/2,양파1/3,식용유3T,설탕3T","['돼지고기', '파', '참깨', '고추장', '참기름', '양파', '식용유', '설탕']", https://www.haemukja.com/recipes/3184,2
4946, 된장 파스타," 파스타면 1인분 ,된장 2T,시금치 1/4다발,다진마늘 10,베이컨 6,생크림(또는 생크림) 60ml,우유 1/2C,술(또는 미림) 1T,소금 약간,고추 약간","['된장', '고추', '소금', '시금치', '술', '마늘', '파스타면', '베이컨', '생크림', '우유']", https://www.haemukja.com/recipes/3154,2
4947,오징어 볶음," 오징어1,설탕T,다진마늘1T,고추가루2T,고추장1T,간장3T,물1/2C,양파1/2,당근1/2,매운 고추2","['간장', '당근', '고추장', '고추가루', '마늘', '매운 고추', '양파', '오징어', '설탕']", https://www.haemukja.com/recipes/2899,2
4948, 간장 계란찜," 계란8,소금1/2T,식초1T,[조림장] 마른고추1,대파10cm,마늘1,물2C,간장4T,설탕2T,술(또는 미림)2T,시럽1T,다진마늘1/2T","['계란', '간장', '시럽', '대파', '소금', '마른고추', '마늘', '술', '식초', '설탕']", https://www.haemukja.com/recipes/3097,4
4949, 새우차지오(스프링롤)," 새우20,라이스 페이퍼10,소금 약간,고추 약간","['라이스 페이퍼', '고추', '소금', '새우']", https://www.haemukja.com/recipes/2900,4
4950, 과카몰리 딥," 아보카도2,토마토1,양파1/3,라임1/3,소금1T,고추1/3t,다진 파, 고수 잎1T,콘 스낵 1팩1","['라임', '파', '아보카도', '고추', '소금', '토마토', '고수 잎', '콘 스낵', '양파']", https://www.haemukja.com/recipes/3019,2
4951, 체리 카나페," 크래커5,체리5,크림치즈5t,아기상추5개","['체리', '크래커', '크림치즈', '아기상추']", https://www.haemukja.com/recipes/3021,1
4952, 핫도그," 핫도그빵1,소시지1,양파1/2,양배추1조각,토마토1,오이1/3,칠리소스1T,마요네즈1/2T,식용유1t,머스타드소스1/2T","['오이', '마요네즈', '소시지', '핫도그빵', '양배추', '토마토', '칠리소스', '머스타드소스', '식용유', '양파']", https://www.haemukja.com/recipes/3023,1
